Data de Publicação,Contagem de postagens,Contagem de Perfis,Taxa de engajamento,Engajamento,Impressões,Visualizações,Rede,Tipo,Assunto
20 de mar. de 2025,372,357,"2,86%",382.057,13.358.235,60.277,Instagram,Orgânico,Times
21 de mar. de 2025,345,326,"2,89%",485.088,17.773.625,-,Instagram,Orgânico,Times
22 de mar. de 2025,240,223,"2,83%",480.184,16.991.054,37.134,Instagram,Orgânico,Times
23 de mar. de 2025,257,242,"2,44%",420.078,17.224.288,19.871,Instagram,Orgânico,Times
24 de mar. de 2025,366,349,"2,24%",666.901,29.780.195,98.755,Instagram,Orgânico,Times
25 de mar. de 2025,344,328,"3,67%",759.676,20.734.847,7.854,Instagram,Orgânico,Times
26 de mar. de 2025,366,354,"2,60%",325.457,13.588.182,1.269.035,Instagram,Orgânico,Times
27 de mar. de 2025,354,331,"3,56%",476.252,13.368.613,75.584,Instagram,Orgânico,Times
28 de mar. de 2025,330,302,"4,34%",659.759,15.231.527,-,Instagram,Orgânico,Times
29 de mar. de 2025,398,252,"4,20%",4.432.545,106.016.895,607.212,Instagram,Orgânico,Times
30 de mar. de 2025,262,225,"5,12%",2.847.985,55.627.487,322.690,Instagram,Orgânico,Times
31 de mar. de 2025,565,398,"3,18%",3.194.905,100.706.037,178.176,Instagram,Orgânico,Times
01 de abr. de 2025,475,426,"4,29%",1.298.980,30.316.240,3.505.329,Instagram,Orgânico,Times
02 de abr. de 2025,387,365,"3,46%",548.700,15.855.927,280,Instagram,Orgânico,Times
03 de abr. de 2025,340,316,"5,82%",839.345,14.432.837,-,Instagram,Orgânico,Times
04 de abr. de 2025,330,312,"3,24%",511.718,15.798.013,19.954,Instagram,Orgânico,Times
05 de abr. de 2025,194,178,"4,23%",373.000,8.836.796,6.718,Instagram,Orgânico,Times
06 de abr. de 2025,198,176,"3,12%",389.595,12.486.337,-,Instagram,Orgânico,Times
07 de abr. de 2025,491,364,"3,17%",2.958.555,93.851.741,1.524.340,Instagram,Orgânico,Times
08 de abr. de 2025,387,352,"5,45%",1.488.094,27.359.514,353.490,Instagram,Orgânico,Times
09 de abr. de 2025,354,339,"4,13%",490.521,11.883.320,661.045,Instagram,Orgânico,Times
10 de abr. de 2025,338,325,"2,17%",302.486,13.976.830,28.481,Instagram,Orgânico,Times
11 de abr. de 2025,345,321,"3,83%",513.385,13.425.043,860.893,Instagram,Orgânico,Times
12 de abr. de 2025,177,167,"2,81%",440.169,15.689.518,59.748,Instagram,Orgânico,Times
13 de abr. de 2025,176,166,"2,79%",256.299,9.187.301,74.746,Instagram,Orgânico,Times
14 de abr. de 2025,483,341,"1,93%",1.947.600,100.955.908,35.524,Instagram,Orgânico,Times
15 de abr. de 2025,403,363,"4,07%",1.200.189,29.463.754,608.017,Instagram,Orgânico,Times
16 de abr. de 2025,369,347,"3,50%",670.632,19.180.286,128.541,Instagram,Orgânico,Times
17 de abr. de 2025,352,322,"2,31%",448.379,19.421.114,135.683,Instagram,Orgânico,Times
18 de abr. de 2025,236,218,"3,98%",421.549,10.613.464,523.834,Instagram,Orgânico,Times
19 de abr. de 2025,165,148,"4,44%",298.136,6.721.430,59.314,Instagram,Orgânico,Times
20 de abr. de 2025,186,160,"4,02%",385.347,9.823.795,114.472,Instagram,Orgânico,Times
21 de abr. de 2025,468,315,"2,64%",3.140.812,118.876.770,229.198,Instagram,Orgânico,Times
22 de abr. de 2025,416,378,"3,36%",870.026,26.082.351,-,Instagram,Orgânico,Times
23 de abr. de 2025,345,315,"2,63%",512.462,19.491.557,4.744,Instagram,Orgânico,Times
24 de abr. de 2025,367,341,"3,70%",513.178,13.884.163,2.611,Instagram,Orgânico,Times
25 de abr. de 2025,333,306,"4,20%",653.295,15.561.117,75.744,Instagram,Orgânico,Times
26 de abr. de 2025,359,213,"2,41%",2.236.802,92.987.982,877.927,Instagram,Orgânico,Times
27 de abr. de 2025,226,183,"4,92%",932.565,18.953.894,1.863.129,Instagram,Orgânico,Times
28 de abr. de 2025,497,383,"2,73%",2.288.894,84.125.138,750.843,Instagram,Orgânico,Times
29 de abr. de 2025,398,359,"1,87%",398.885,21.766.270,247.151,Instagram,Orgânico,Times
30 de abr. de 2025,379,350,"1,70%",338.947,19.935.832,127.005,Instagram,Orgânico,Times
01 de mai. de 2025,230,219,"1,76%",193.888,11.037.536,1.765,Instagram,Orgânico,Times
02 de mai. de 2025,273,259,"2,33%",373.814,16.068.992,3.412,Instagram,Orgânico,Times
03 de mai. de 2025,347,201,"2,18%",2.238.672,102.961.287,315.042,Instagram,Orgânico,Times
04 de mai. de 2025,181,163,"3,98%",726.833,18.283.508,781,Instagram,Orgânico,Times
05 de mai. de 2025,479,341,"1,88%",2.490.573,132.461.099,37.800,Instagram,Orgânico,Times
06 de mai. de 2025,363,341,"4,13%",869.118,21.177.293,146.153,Instagram,Orgânico,Times
07 de mai. de 2025,317,299,"6,10%",1.205.495,19.748.261,932.063,Instagram,Orgânico,Times
08 de mai. de 2025,333,307,"1,78%",346.813,19.461.873,39.354,Instagram,Orgânico,Times
09 de mai. de 2025,396,314,"3,48%",1.731.547,49.869.072,776.864,Instagram,Orgânico,Times
10 de mai. de 2025,213,197,"8,09%",1.272.695,15.732.343,1.029.272,Instagram,Orgânico,Times
11 de mai. de 2025,165,153,"2,54%",241.921,9.536.436,-,Instagram,Orgânico,Times
12 de mai. de 2025,441,349,"3,27%",1.515.385,46.308.186,-,Instagram,Orgânico,Times
13 de mai. de 2025,353,333,"2,85%",676.287,23.733.784,6.096,Instagram,Orgânico,Times
14 de mai. de 2025,362,336,"2,05%",536.332,26.168.268,1.075.955,Instagram,Orgânico,Times
15 de mai. de 2025,349,323,"3,20%",599.761,19.287.465,-,Instagram,Orgânico,Times
16 de mai. de 2025,329,307,"2,98%",525.486,17.661.974,130.983,Instagram,Orgânico,Times
17 de mai. de 2025,245,213,"3,34%",786.655,23.565.529,-,Instagram,Orgânico,Times
18 de mai. de 2025,538,375,"4,83%",3.929.490,83.825.012,696.257,Instagram,Orgânico,Times
19 de mai. de 2025,518,479,"5,60%",1.759.049,31.736.750,6.233.076,Instagram,Orgânico,Times
20 de mai. de 2025,356,335,"2,26%",552.047,24.440.008,441.224,Instagram,Orgânico,Times
21 de mai. de 2025,378,354,"1,61%",403.286,25.166.228,136.578,Instagram,Orgânico,Times
22 de mai. de 2025,306,287,"1,82%",287.899,15.843.789,1.365,Instagram,Orgânico,Times
23 de mai. de 2025,310,293,"2,46%",281.781,11.466.979,360.162,Instagram,Orgânico,Times
24 de mai. de 2025,194,175,3%,323.794,10.924.630,-,Instagram,Orgânico,Times
25 de mai. de 2025,206,181,"3,30%",416.905,13.032.992,44.200,Instagram,Orgânico,Times
26 de mai. de 2025,348,331,"2,89%",449.472,15.584.957,-,Instagram,Orgânico,Times
27 de mai. de 2025,362,348,"2,62%",422.672,16.443.953,62.299,Instagram,Orgânico,Times
28 de mai. de 2025,341,324,"1,72%",303.323,17.656.612,33.810,Instagram,Orgânico,Times
29 de mai. de 2025,316,300,"1,93%",203.558,10.524.845,-,Instagram,Orgânico,Times
30 de mai. de 2025,315,304,"3,67%",463.135,12.611.616,33.910,Instagram,Orgânico,Times
31 de mai. de 2025,172,159,"2,96%",256.640,8.738.189,-,Instagram,Orgânico,Times
01 de jun. de 2025,226,167,"2,03%",649.190,31.963.029,526.194,Instagram,Orgânico,Times
02 de jun. de 2025,370,336,"3,52%",780.441,23.437.519,160.441,Instagram,Orgânico,Times
03 de jun. de 2025,395,352,"1,28%",279.261,21.836.757,139.113,Instagram,Orgânico,Times
04 de jun. de 2025,370,350,"1,60%",333.600,20.856.506,-,Instagram,Orgânico,Times
05 de jun. de 2025,351,322,"4,74%",918.456,19.397.806,9.112,Instagram,Orgânico,Times
06 de jun. de 2025,343,312,"1,62%",244.519,15.219.699,6.567,Instagram,Orgânico,Times
07 de jun. de 2025,218,187,"1,81%",393.109,21.710.702,-,Instagram,Orgânico,Times
08 de jun. de 2025,212,172,"2,96%",627.922,21.229.871,-,Instagram,Orgânico,Times
09 de jun. de 2025,317,287,"2,73%",507.623,18.625.210,17.384,Instagram,Orgânico,Times
10 de jun. de 2025,352,320,"1,67%",342.621,20.478.334,6.332,Instagram,Orgânico,Times
11 de jun. de 2025,359,308,"2,88%",734.853,25.622.963,37.728,Instagram,Orgânico,Times
12 de jun. de 2025,369,319,"5,63%",1.631.441,29.076.943,3.343,Instagram,Orgânico,Times
13 de jun. de 2025,313,269,"3,15%",786.676,25.015.459,41.111,Instagram,Orgânico,Times
14 de jun. de 2025,190,163,"4,35%",760.977,17.518.664,-,Instagram,Orgânico,Times
15 de jun. de 2025,209,182,"4,38%",454.310,10.370.837,5.198,Instagram,Orgânico,Times
16 de jun. de 2025,331,315,"1,70%",179.618,10.580.733,329.456,Instagram,Orgânico,Times
17 de jun. de 2025,384,363,"1,47%",211.006,14.361.531,21.600,Instagram,Orgânico,Times
18 de jun. de 2025,386,357,"1,66%",196.894,11.849.390,85.299,Instagram,Orgânico,Times
19 de jun. de 2025,250,230,"1,53%",132.576,8.679.336,15.842,Instagram,Orgânico,Times
20 de jun. de 2025,267,255,"2,50%",196.908,7.864.343,-,Instagram,Orgânico,Times
21 de jun. de 2025,163,159,"2,84%",169.020,5.958.590,-,Instagram,Orgânico,Times
22 de jun. de 2025,214,207,"3,45%",397.890,11.548.791,1.973,Instagram,Orgânico,Times
23 de jun. de 2025,285,271,"11,12%",1.082.228,9.736.999,144.093,Instagram,Orgânico,Times
24 de jun. de 2025,320,301,"1,76%",285.960,16.242.828,214.685,Instagram,Orgânico,Times
25 de jun. de 2025,358,339,"2,22%",290.805,13.117.570,116.661,Instagram,Orgânico,Times
26 de jun. de 2025,343,325,"1,40%",233.964,16.749.711,366.816,Instagram,Orgânico,Times
6 dias ago,307,265,"1,62%",215.235,13.261.198,2.512,Instagram,Orgânico,Times
5 dias ago,175,142,"4,26%",410.408,9.642.256,90.001,Instagram,Orgânico,Times
4 dias ago,91,87,"1,43%",51.426,3.610.599,11.655,Instagram,Orgânico,Times
3 dias ago,122,115,"2,98%",144.881,4.867.733,22.149,Instagram,Orgânico,Times
31 de mar. de 2025,126,33,"6,99%",721.922,0,10.330.766,TikTok,Orgânico,Times
18 de mai. de 2025,90,48,"5,75%",659.949,0,11.485.195,TikTok,Orgânico,Times
14 de abr. de 2025,84,33,"4,55%",626.234,0,13.772.230,TikTok,Orgânico,Times
28 de abr. de 2025,79,34,"7,59%",370.559,0,4.884.273,TikTok,Orgânico,Times
07 de abr. de 2025,74,34,"7,62%",347.350,0,4.559.633,TikTok,Orgânico,Times
05 de mai. de 2025,73,29,"7,01%",329.810,0,4.708.204,TikTok,Orgânico,Times
21 de abr. de 2025,73,29,"6,84%",488.134,0,7.131.325,TikTok,Orgânico,Times
03 de mai. de 2025,68,25,"7,74%",462.455,0,5.971.342,TikTok,Orgânico,Times
19 de mai. de 2025,65,54,"6,29%",469.708,0,7.469.643,TikTok,Orgânico,Times
09 de mai. de 2025,63,29,"5,74%",343.478,0,5.981.364,TikTok,Orgânico,Times
12 de mai. de 2025,61,30,"6,77%",424.185,0,6.262.652,TikTok,Orgânico,Times
26 de abr. de 2025,60,28,"6,62%",240.518,0,3.632.097,TikTok,Orgânico,Times
29 de mar. de 2025,52,32,"1,32%",356.280,0,26.927.524,TikTok,Orgânico,Times
08 de abr. de 2025,49,33,"10,29%",328.474,0,3.191.494,TikTok,Orgânico,Times
24 de fev. de 2025,45,23,"6,80%",710.861,0,10.447.316,TikTok,Orgânico,Times
30 de mar. de 2025,42,30,"7,53%",308.310,0,4.093.739,TikTok,Orgânico,Times
01 de abr. de 2025,40,31,"7,16%",226.357,0,3.160.085,TikTok,Orgânico,Times
25 de fev. de 2025,40,32,"8,94%",961.171,0,10.754.432,TikTok,Orgânico,Times
22 de abr. de 2025,35,25,"5,64%",57.067,0,1.011.015,TikTok,Orgânico,Times
17 de mar. de 2025,34,23,"2,88%",32.043,0,1.113.588,TikTok,Orgânico,Times
12 de jun. de 2025,33,19,"3,26%",140.124,0,4.294.863,TikTok,Orgânico,Times
06 de mai. de 2025,33,20,"8,44%",96.792,0,1.146.414,TikTok,Orgânico,Times
12 de jan. de 2025,33,28,"8,62%",1.386.391,0,16.083.831,TikTok,Orgânico,Times
30 de abr. de 2025,31,25,"11,36%",705.846,0,6.211.300,TikTok,Orgânico,Times
19 de mar. de 2025,31,24,"3,29%",17.702,0,537.325,TikTok,Orgânico,Times
07 de jun. de 2025,29,17,"3,23%",93.364,0,2.893.962,TikTok,Orgânico,Times
06 de jun. de 2025,29,20,"6,15%",75.851,0,1.234.189,TikTok,Orgânico,Times
02 de jun. de 2025,29,21,"5,68%",137.113,0,2.415.242,TikTok,Orgânico,Times
27 de abr. de 2025,28,21,"7,79%",114.747,0,1.472.617,TikTok,Orgânico,Times
19 de fev. de 2025,28,23,"10,87%",259.157,0,2.384.272,TikTok,Orgânico,Times
17 de mai. de 2025,27,17,"2,33%",181.461,0,7.772.293,TikTok,Orgânico,Times
03 de jun. de 2025,26,17,"4,91%",68.643,0,1.398.166,TikTok,Orgânico,Times
21 de mai. de 2025,26,24,"2,08%",28.095,0,1.352.502,TikTok,Orgânico,Times
26 de mar. de 2025,26,23,"10,02%",207.054,0,2.066.312,TikTok,Orgânico,Times
23 de fev. de 2025,26,16,"12,59%",55.398,0,440.172,TikTok,Orgânico,Times
21 de fev. de 2025,26,24,"2,94%",30.507,0,1.038.355,TikTok,Orgânico,Times
01 de jun. de 2025,25,15,"6,14%",56.991,0,928.210,TikTok,Orgânico,Times
10 de abr. de 2025,25,22,"6,17%",22.966,0,372.002,TikTok,Orgânico,Times
31 de jan. de 2025,25,20,"2,84%",83.735,0,2.949.574,TikTok,Orgânico,Times
05 de jun. de 2025,24,18,"4,68%",30.738,0,656.281,TikTok,Orgânico,Times
20 de mai. de 2025,24,23,"8,33%",104.208,0,1.250.702,TikTok,Orgânico,Times
16 de abr. de 2025,24,17,"7,84%",134.457,0,1.715.686,TikTok,Orgânico,Times
26 de fev. de 2025,24,21,"6,45%",19.478,0,301.859,TikTok,Orgânico,Times
11 de fev. de 2025,24,22,"12,45%",111.370,0,894.287,TikTok,Orgânico,Times
11 de jun. de 2025,23,12,"5,83%",25.913,0,444.579,TikTok,Orgânico,Times
10 de jun. de 2025,23,17,"4,13%",17.595,0,426.299,TikTok,Orgânico,Times
13 de mai. de 2025,23,23,"4,76%",81.287,0,1.709.126,TikTok,Orgânico,Times
04 de mai. de 2025,23,16,"7,14%",52.461,0,734.637,TikTok,Orgânico,Times
24 de abr. de 2025,23,17,"8,36%",65.587,0,784.817,TikTok,Orgânico,Times
13 de mar. de 2025,23,21,"5,85%",2.672.993,0,45.679.929,TikTok,Orgânico,Times
07 de jan. de 2025,23,18,"7,40%",105.052,0,1.420.087,TikTok,Orgânico,Times
04 de jan. de 2025,23,9,"4,06%",12.874,0,317.102,TikTok,Orgânico,Times
13 de jun. de 2025,22,10,"3,55%",41.001,0,1.156.224,TikTok,Orgânico,Times
04 de jun. de 2025,22,16,"5,08%",37.781,0,743.934,TikTok,Orgânico,Times
24 de mar. de 2025,22,21,"11,28%",224.717,0,1.992.471,TikTok,Orgânico,Times
21 de mar. de 2025,22,15,"7,66%",32.565,0,425.273,TikTok,Orgânico,Times
20 de mar. de 2025,22,19,"3,62%",17.510,0,484.328,TikTok,Orgânico,Times
10 de fev. de 2025,22,18,"5,64%",151.618,0,2.688.119,TikTok,Orgânico,Times
16 de mai. de 2025,21,19,"0,55%",5.609,0,1.018.693,TikTok,Orgânico,Times
23 de abr. de 2025,21,19,"5,68%",222.867,0,3.925.407,TikTok,Orgânico,Times
27 de mar. de 2025,21,19,"6,23%",21.866,0,351.128,TikTok,Orgânico,Times
27 de fev. de 2025,21,20,"5,51%",167.904,0,3.048.409,TikTok,Orgânico,Times
12 de fev. de 2025,21,20,"8,94%",233.813,0,2.615.860,TikTok,Orgânico,Times
27 de jan. de 2025,21,18,"7,49%",39.256,0,524.349,TikTok,Orgânico,Times
09 de jan. de 2025,21,21,"6,28%",273.510,0,4.355.783,TikTok,Orgânico,Times
22 de mai. de 2025,20,18,"6,76%",104.731,0,1.549.044,TikTok,Orgânico,Times
01 de mai. de 2025,20,18,"6,38%",27.677,0,433.551,TikTok,Orgânico,Times
09 de abr. de 2025,20,19,"1,50%",391.495,0,26.136.006,TikTok,Orgânico,Times
07 de fev. de 2025,20,17,"7,75%",125.617,0,1.620.598,TikTok,Orgânico,Times
24 de jan. de 2025,20,14,"12,49%",323.923,0,2.592.573,TikTok,Orgânico,Times
23 de jan. de 2025,20,17,"11,57%",82.877,0,716.377,TikTok,Orgânico,Times
15 de jan. de 2025,20,18,"9,82%",155.802,0,1.586.191,TikTok,Orgânico,Times
26 de mai. de 2025,19,17,"7,51%",52.492,0,699.079,TikTok,Orgânico,Times
10 de mar. de 2025,19,15,"9,07%",45.665,0,503.357,TikTok,Orgânico,Times
25 de jan. de 2025,19,9,"4,91%",12.975,0,264.403,TikTok,Orgânico,Times
27 de mai. de 2025,18,17,"5,62%",39.232,0,698.467,TikTok,Orgânico,Times
15 de mai. de 2025,18,18,"0,47%",19.246,0,4.084.300,TikTok,Orgânico,Times
14 de mai. de 2025,18,16,"3,15%",129.863,0,4.120.517,TikTok,Orgânico,Times
13 de abr. de 2025,18,16,"6,98%",85.548,0,1.225.123,TikTok,Orgânico,Times
12 de abr. de 2025,18,17,"6,03%",512.881,0,8.510.226,TikTok,Orgânico,Times
11 de abr. de 2025,18,18,"8,30%",110.387,0,1.329.372,TikTok,Orgânico,Times
03 de mar. de 2025,18,17,"7,63%",87.632,0,1.148.854,TikTok,Orgânico,Times
26 de jan. de 2025,18,8,"4,49%",6.824,0,152.035,TikTok,Orgânico,Times
22 de jan. de 2025,18,16,"4,35%",154.446,0,3.551.419,TikTok,Orgânico,Times
17 de jan. de 2025,18,17,"10,26%",128.161,0,1.248.913,TikTok,Orgânico,Times
16 de jan. de 2025,18,17,"5,93%",31.036,0,523.511,TikTok,Orgânico,Times
13 de jan. de 2025,18,18,"10,72%",199.608,0,1.862.805,TikTok,Orgânico,Times
09 de jun. de 2025,17,13,"8,26%",21.465,0,259.894,TikTok,Orgânico,Times
31 de mai. de 2025,17,16,"3,21%",23.420,0,729.637,TikTok,Orgânico,Times
23 de mai. de 2025,17,15,"9,64%",150.814,0,1.564.663,TikTok,Orgânico,Times
29 de abr. de 2025,17,14,"9,31%",75.052,0,806.468,TikTok,Orgânico,Times
25 de abr. de 2025,17,14,"6,03%",43.012,0,713.141,TikTok,Orgânico,Times
18 de abr. de 2025,17,16,"3,73%",10.172,0,272.805,TikTok,Orgânico,Times
15 de abr. de 2025,17,14,"9,78%",65.825,0,673.258,TikTok,Orgânico,Times
22 de mar. de 2025,17,16,"7,97%",32.260,0,404.657,TikTok,Orgânico,Times
18 de mar. de 2025,17,16,"4,39%",19.774,0,450.693,TikTok,Orgânico,Times
07 de mar. de 2025,17,14,"13,57%",151.832,0,1.118.997,TikTok,Orgânico,Times
03 de fev. de 2025,17,15,"6,56%",15.555,0,237.191,TikTok,Orgânico,Times
29 de jan. de 2025,17,17,"3,35%",1.863,0,55.638,TikTok,Orgânico,Times
19 de jan. de 2025,17,16,"7,92%",74.861,0,944.647,TikTok,Orgânico,Times
29 de mai. de 2025,16,16,"4,94%",15.466,0,312.769,TikTok,Orgânico,Times
28 de mai. de 2025,16,16,"2,64%",25.727,0,973.236,TikTok,Orgânico,Times
10 de mai. de 2025,16,13,"4,94%",27.953,0,565.409,TikTok,Orgânico,Times
03 de abr. de 2025,16,15,"8,55%",134.763,0,1.575.534,TikTok,Orgânico,Times
02 de abr. de 2025,16,16,"10,54%",197.654,0,1.875.780,TikTok,Orgânico,Times
28 de mar. de 2025,16,16,"11,34%",258.207,0,2.277.909,TikTok,Orgânico,Times
16 de mar. de 2025,16,13,"6,85%",269.546,0,3.934.544,TikTok,Orgânico,Times
11 de mar. de 2025,16,16,"2,03%",94.258,0,4.644.480,TikTok,Orgânico,Times
28 de fev. de 2025,16,13,"12,54%",515.878,0,4.114.729,TikTok,Orgânico,Times
17 de fev. de 2025,16,15,"11,03%",146.283,0,1.326.768,TikTok,Orgânico,Times
14 de fev. de 2025,16,14,"10,66%",48.776,0,457.403,TikTok,Orgânico,Times
01 de fev. de 2025,16,14,"9,49%",95.421,0,1.005.382,TikTok,Orgânico,Times
03 de jan. de 2025,16,10,"3,85%",17.270,0,448.185,TikTok,Orgânico,Times
08 de jun. de 2025,15,11,"4,30%",21.678,0,504.241,TikTok,Orgânico,Times
30 de mai. de 2025,15,14,"9,54%",20.875,0,218.858,TikTok,Orgânico,Times
23 de mar. de 2025,15,15,"7,20%",19.861,0,275.981,TikTok,Orgânico,Times
12 de mar. de 2025,15,12,"5,34%",19.948,0,373.319,TikTok,Orgânico,Times
20 de fev. de 2025,15,15,"8,06%",11.812,0,146.638,TikTok,Orgânico,Times
18 de fev. de 2025,15,14,"9,91%",81.713,0,824.382,TikTok,Orgânico,Times
13 de fev. de 2025,15,13,"4,78%",6.196,0,129.734,TikTok,Orgânico,Times
06 de fev. de 2025,15,15,"2,93%",17.101,0,584.162,TikTok,Orgânico,Times
10 de jan. de 2025,15,14,"1,73%",56.946,0,3.288.966,TikTok,Orgânico,Times
08 de jan. de 2025,15,15,"4,02%",122.424,0,3.045.452,TikTok,Orgânico,Times
25 de mai. de 2025,14,13,"10,57%",67.489,0,638.356,TikTok,Orgânico,Times
20 de abr. de 2025,14,14,"9,16%",58.289,0,636.198,TikTok,Orgânico,Times
04 de abr. de 2025,14,12,"7,04%",25.468,0,361.665,TikTok,Orgânico,Times
15 de fev. de 2025,14,10,"9,64%",54.110,0,561.564,TikTok,Orgânico,Times
04 de fev. de 2025,14,13,"6,78%",34.766,0,513.030,TikTok,Orgânico,Times
30 de jan. de 2025,14,14,"11,13%",32.929,0,295.850,TikTok,Orgânico,Times
28 de jan. de 2025,14,14,"4,83%",6.470,0,133.936,TikTok,Orgânico,Times
20 de jan. de 2025,14,13,"6,07%",6.362,0,104.859,TikTok,Orgânico,Times
14 de jan. de 2025,14,13,"5,88%",6.541,0,111.148,TikTok,Orgânico,Times
24 de mai. de 2025,13,13,"7,79%",35.335,0,453.548,TikTok,Orgânico,Times
11 de mai. de 2025,13,13,"3,94%",17.739,0,450.072,TikTok,Orgânico,Times
02 de mai. de 2025,13,11,"4,25%",136.542,0,3.210.281,TikTok,Orgânico,Times
19 de abr. de 2025,13,13,"15,51%",89.834,0,579.305,TikTok,Orgânico,Times
06 de mar. de 2025,13,12,"6,12%",12.073,0,197.341,TikTok,Orgânico,Times
08 de fev. de 2025,13,13,"14,23%",457.755,0,3.217.170,TikTok,Orgânico,Times
02 de jan. de 2025,13,4,"2,79%",4.457,0,159.709,TikTok,Orgânico,Times
16 de jun. de 2025,12,11,"2,96%",8.542,0,288.442,TikTok,Orgânico,Times
17 de abr. de 2025,12,12,"11,15%",29.163,0,261.638,TikTok,Orgânico,Times
06 de abr. de 2025,12,12,"6,12%",68.236,0,1.114.288,TikTok,Orgânico,Times
25 de mar. de 2025,12,9,"7,07%",14.739,0,208.358,TikTok,Orgânico,Times
14 de mar. de 2025,12,6,"4,57%",3.171,0,69.394,TikTok,Orgânico,Times
05 de mar. de 2025,12,11,"5,05%",100.446,0,1.987.336,TikTok,Orgânico,Times
22 de fev. de 2025,12,12,"3,51%",59.260,0,1.688.575,TikTok,Orgânico,Times
05 de fev. de 2025,12,10,"9,18%",21.104,0,229.975,TikTok,Orgânico,Times
21 de jan. de 2025,12,11,"9,09%",31.128,0,342.584,TikTok,Orgânico,Times
18 de jan. de 2025,12,11,"12,37%",122.072,0,986.831,TikTok,Orgânico,Times
26 de jun. de 2025,11,8,"4,14%",4.158,0,100.451,TikTok,Orgânico,Times
15 de jun. de 2025,11,11,"10,01%",15.109,0,150.988,TikTok,Orgânico,Times
05 de abr. de 2025,11,11,"0,97%",40.316,0,4.163.136,TikTok,Orgânico,Times
01 de mar. de 2025,11,10,"9,08%",9.285,0,102.294,TikTok,Orgânico,Times
11 de jan. de 2025,11,10,5%,8.511,0,170.172,TikTok,Orgânico,Times
06 de jan. de 2025,11,11,"10,47%",56.011,0,534.986,TikTok,Orgânico,Times
01 de jan. de 2025,11,6,"3,50%",8.491,0,242.930,TikTok,Orgânico,Times
5 dias ago,10,5,"4,83%",8.641,0,178.894,TikTok,Orgânico,Times
6 dias ago,10,7,"3,37%",2.033,0,60.288,TikTok,Orgânico,Times
14 de jun. de 2025,10,8,"5,42%",19.096,0,352.401,TikTok,Orgânico,Times
19 de jun. de 2025,9,8,"4,45%",2.413,0,54.256,TikTok,Orgânico,Times
17 de jun. de 2025,9,8,"5,01%",2.357,0,47.064,TikTok,Orgânico,Times
18 de jun. de 2025,8,7,"6,94%",10.855,0,156.522,TikTok,Orgânico,Times
08 de mai. de 2025,8,7,"7,36%",2.979,0,40.497,TikTok,Orgânico,Times
07 de mai. de 2025,8,8,"14,69%",27.317,0,185.899,TikTok,Orgânico,Times
02 de mar. de 2025,8,8,"8,58%",18.326,0,213.585,TikTok,Orgânico,Times
